date,co,so2,pm10
1399/01/01,0.8703426,3.57331434,57.54043391
1399/01/02,0.67855519,3.50719074,53.6921241
1399/01/03,0.55377539,4.47331646,46.25362519
1399/01/04,0.44025497,3.20670067,14.15200843
1399/01/05,0.50977089,4.05840487,23.2309445
1399/01/06,0.67121751,6.33266093,54.33022752
1399/01/07,0.65535705,4.39007674,32.74711109
1399/01/08,0.56144047,4.86308247,45.26728415
1399/01/09,0.69189848,4.14380544,57.25844897
1399/01/10,0.6739891,3.79348032,40.92349786
1399/01/11,0.66953583,3.45133783,50.33383175
1399/01/12,0.48323836,3.14600007,23.63574252
1399/01/13,0.53271422,2.66916335,39.95465559
1399/01/14,0.72232413,3.27704331,63.91191508
1399/01/15,0.83213054,2.78646456,94.339296
1399/01/16,0.58122512,3.34379327,60.75417499
1399/01/17,0.40635757,3.2188807,54.62737501
1399/01/18,0.78663739,6.25956668,65.43175357
1399/01/19,0.83211442,5.18696336,75.20301721
1399/01/20,0.63012587,2.91087813,33.69908604
1399/01/21,0.64734397,2.8634314,23.48685122
1399/01/22,0.64406655,2.73654484,27.00271103
1399/01/23,0.77193265,3.84872874,50.85021717
1399/01/24,1.00918906,3.9425665,65.3723886
1399/01/25,0.47771078,5.22226061,50.24548785
1399/01/26,0.6108599,4.84772949,56.99536741
1399/01/27,0.86944435,6.2708916,64.60892137
1399/01/28,0.96215074,3.48472297,70.99303435
1399/01/29,0.66853543,2.98151689,53.89172572
1399/01/30,1.00044273,2.50127792,47.78800938
1399/01/31,0.81345423,2.05789087,58.3194775
1399/02/01,0.73963897,1.91670593,59.22420823
1399/02/02,0.93159362,1.77290987,92.06571746
1399/02/03,1.19629307,2.48997959,134.34790321
1399/02/04,0.8367999,2.36536656,120.36344694
1399/02/05,0.93241151,2.25667574,67.74003892
1399/02/06,1.16410533,2.38166836,137.55284548
1399/02/07,1.07384979,2.39354035,78.88675865
1399/02/08,0.72159688,2.29168994,84.81320291
1399/02/09,0.96841536,2.7126081600000003,70.5705774
1399/02/10,1.05842557,2.77943787,75.2693618
1399/02/11,0.71897208,2.18389626,54.57474308
1399/02/12,1.00089228,1.97442807,60.23866545
1399/02/13,0.82273913,2.33574096,87.62669095
1399/02/14,0.74023661,2.09532895,57.22066915
1399/02/15,1.37826757,2.39696959,91.02960068
1399/02/16,1.26971461,1.93100036,128.25917363
1399/02/17,0.79154768,3.0398243,169.99875074
1399/02/18,0.6181798,1.73124734,107.38998237
1399/02/19,0.48185534,1.7005266799999998,67.68928764
1399/02/20,0.76883205,2.37220576,65.84784814
1399/02/21,0.70264771,2.08658346,101.56796227
1399/02/22,0.52690469,1.83513981,229.12329686
1399/02/23,0.39024404,2.33410308,73.44705674
1399/02/24,0.69945958,2.09499366,64.88824489
1399/02/25,0.84206369,2.46942035,87.63585678
1399/02/26,0.82483073,1.58248717,66.25236071
1399/02/27,1.12209944,2.84917833,118.43474447
1399/02/28,0.77560977,2.10335014,131.54309654
1399/02/29,0.77117723,2.5489461,111.61715568
1399/02/30,0.88627966,2.57116508,142.01234445
1399/02/31,0.70753752,2.48473963,40.52874159
1399/03/01,1.06094161,2.08128159,119.71387084
1399/03/02,0.882646,4.59563685,125.47200325
1399/03/03,0.97958287,2.83646904,104.66113587
1399/03/04,1.08315702,10.61116474,152.34980316
1399/03/05,0.8247436619999999,5.309902034333334,78.76955478024999
1399/03/06,0.67337811,2.50350485,74.44042095207499
1399/03/07,0.9755219310000001,3.054982752888889,68.6347482246225
1399/03/08,0.9873478850777777,3.5372766118666665,56.66088152201175
1399/03/09,0.98952532019,3.30502067756,46.752422894103525
1399/03/10,1.1665988763903332,3.4552259917124446,50.46966752723105
1399/03/11,1.2515794459171,3.6235604170692888,54.06445916841932
1399/03/12,1.4285982111501299,4.11684821256523,48.04028206827579
1399/03/13,1.621911879845039,4.493946821547347,62.91375440960773
1399/03/14,1.2497980662035115,3.4652645037975374,70.53507286813232
1399/03/15,1.0224351366388313,3.1871319520392616,54.279478551773025
1399/03/16,1.0504774104360939,3.186606006311778,49.68884535808746
1399/03/17,1.2882776589086058,3.538936206693533,54.151201763759566
1399/03/18,1.190410067005915,3.6316928177080596,62.43132558435009
1399/03/19,1.0861266206017746,4.345826416645751,77.87656090693002
1399/03/20,1.1779132915555324,4.427921872993725,66.503973774079
1399/03/21,1.1692144298416596,3.951421137564784,55.3944763538487
1399/03/22,1.1092790842024978,4.400734658158324,49.36259911515461
1399/03/23,1.1613915848857492,3.5061365735586083,48.03691808967138
1399/03/24,1.3874293777157247,4.062909395289805,53.74229409577641
1399/03/25,1.3982785366897175,4.22011547247583,55.66681713973291
1399/03/26,1.559814256881915,4.386045754298304,63.09724818729487
1399/03/27,1.4426501201895745,4.117018517289491,65.60395253618844
1399/03/28,1.2060861875568722,4.1669987074090695,61.493179362731524
1399/03/29,1.3674998376420615,4.10875124722272,66.15883190831946
1399/03/30,1.3018512099176183,3.6247661166112604,61.45315522849583
1399/03/31,1.467594341725285,4.455962981205601,64.83353818042374
1399/04/01,1.0808307745175854,3.63952387506168,67.57016710468267
1399/04/02,1.030827329910831,3.6174919847185043,62.27975673140479
1399/04/03,1.1518529083065827,3.885112519915551,61.00178172286587
1399/04/04,1.6199585124919749,5.929021253974665,70.38772793910977
1399/04/05,1.5944991381920366,4.337242324692399,63.224130923982926
1399/04/06,1.4907957057076109,3.885568085185497,81.50568559981987
1399/04/07,1.311173956962283,4.295304685444538,89.23752510782096
1399/04/08,1.575310369213685,4.540926602855583,85.35044380984628
1399/04/09,1.6965862587641054,3.998375229412231,89.02496837082889
1399/04/10,1.5891032878792313,4.725795884934779,80.32613530599866
1399/04/11,1.457218324613769,4.626574893258211,78.4410123531746
1399/04/12,1.3309109706341307,3.95636060964413,86.57461546845238
1399/04/13,1.4770706913569058,3.7243254810043496,114.5740726230357
1399/04/14,1.5318724164070718,4.274080088967972,99.8069501074107
1399/04/15,1.2385080189221216,4.982886857357058,97.0503545157232
1399/04/16,1.1113574751766364,1.66068474,80.40517256
1399/04/17,1.3246211685529907,6.8500825800000005,129.1689634
1399/04/18,1.4505432525658972,4.614304059111111,76.35261319275
1399/04/19,1.518279517769769,3.344213307733333,71.877082561325
1399/04/20,1.6878439103309308,3.498483165542221,64.89330393602249
1399/04/21,1.3640645494742791,3.5047140135626664,62.265573043584524
1399/04/22,1.1440193092172837,3.8670191773687996,60.667653331325354
1399/04/23,0.967061001140185,3.45161968141064,61.78727983577261
1399/04/24,0.9222111673420554,3.0410790786231914,59.12451181862067
1399/04/25,1.2693271398026165,3.2216745071869575,54.32745516436397
1399/04/26,1.171613719240785,3.3051688627560867,54.14163024386474
1399/04/27,1.0355318563722355,3.929749033826826,47.82837777738164
1399/04/28,1.4000109683116704,4.1539264874480475,51.39810511677005
1399/04/29,1.4907544537935011,4.285949495734414,51.666666296142125
1399/04/30,1.7181957771380503,4.662814320620323,58.24632202406486
1399/04/31,1.5187776550303038,4.533041264186096,56.24861800444168
1399/05/01,1.611731916409091,3.5658300239558285,51.41644757122139
1399/05/02,1.6510245485227273,3.6447244171867483,54.214382200921975
1399/05/03,1.1670789993568182,3.3800278709560243,64.58764313405436
1399/05/04,0.9683722993070456,2.949712549886807,58.08059420366075
1399/05/05,1.1871041858921139,3.514885954566042,59.25127885843155
1399/05/06,1.353259749667634,3.569538117469812,56.58179597975169
1399/05/07,1.22997538,4.84675343,117.24420535
