date,time,co,so2,pm10
1400/01/01,0,1.92431885,5.61267718,37.33333333
1400/01/01,1,1.92431885,5.61267718,37.33333333
1400/01/01,2,1.50216382,5.36117736,46.91379325
1400/01/01,3,0.92161619,4.2315201,36.13218403
1400/01/01,4,0.75275357,3.52504476,23.86206881
1400/01/01,5,1.07799896,4.08775628,17.77586206
1400/01/01,6,1.06888669,4.63021235,40.83333333
1400/01/01,7,1.06150026,4.01906013,49.22413794
1400/01/01,8,1.16112361,5.17906781,38.13218403
1400/01/01,9,0.93966687,6.37405181,54.58620675
1400/01/01,10,0.91807159,7.58528924,47.83333333
1400/01/01,11,0.71355085,7.32947826,41.77586206
1400/01/01,12,0.68048827,5.79007649,44.38888899
1400/01/01,13,0.68092164,6.19066707,34.827586170000004
1400/01/01,14,0.67716154,4.10435377,37.22413794
1400/01/01,15,0.52179872,2.50072005,26.94252872
1400/01/01,16,0.45325861,2.29519226,24.15517235
1400/01/01,17,0.47453255,2.68822928,21.45689662
1400/01/01,18,0.60816931,2.5400696,25.22413794
1400/01/01,19,0.73905675,3.0731977,23.45833333
1400/01/01,20,1.51753322,3.61680957,26.38888884
1400/01/01,21,2.32654676,5.42393186,27.0
1400/01/01,22,1.55659819,6.42189125,40.56321843
1400/01/01,23,1.10824485,4.15957771,37.08620675
1400/01/02,0,1.7283123,5.37619615,32.62222226
1400/01/02,1,2.19586281,7.46447293,48.89655177
1400/01/02,2,2.064899829833333,6.9124911488333325,50.17631425866666
1400/01/02,3,1.41901454,5.69786553,52.84482765
1400/01/02,4,1.0676002,4.12082561,36.94827588
1400/01/02,5,0.94429077,3.42637342,29.77586206
1400/01/02,6,0.70174846,3.14302804,29.0
1400/01/02,7,0.63797388,3.44949772,25.62068971
1400/01/02,8,0.95350767,3.60273625,27.5333333
1400/01/02,9,1.38072679,4.423563,30.5333333
1400/01/02,10,1.36138099,4.79904679,37.76543204
1400/01/02,11,1.34405891,5.47654112,39.0
1400/01/02,12,0.38160839,2.84034354,40.6896553
1400/01/02,13,0.39624779,2.51592426,63.0402298
1400/01/02,14,0.42637695,2.23270964,50.94827588
1400/01/02,15,0.50154607,3.35353074,48.84482765
1400/01/02,16,0.49069959,4.13214703,46.46666654
1400/01/02,17,0.50411917,4.31234686,54.44827588
1400/01/02,18,0.49701773,4.11208574,74.63888899
1400/01/02,19,0.55851163,3.90272709,82.22413762
1400/01/02,20,0.66432572,3.53406022,75.37068939
1400/01/02,21,0.9157814,3.87053182,78.22413762
1400/01/02,22,1.31515033,4.2979813,73.08620707
1400/01/02,23,3.24203541,7.83386095,73.6896553
1400/01/03,0,2.8916775,9.44371597,101.03448296
1400/01/03,1,3.32598861,10.46629365,111.08333333
1400/01/03,2,1.98537991,8.59780649,107.77586238
1400/01/03,3,1.73796125,6.26316174,90.93209902
1400/01/03,4,1.56361263,4.63665295,86.30555534
1400/01/03,5,1.53311447,4.66081715,79.24137942
1400/01/03,6,1.53013689,4.25712909,78.0
1400/01/03,7,1.32687123,4.40082035,70.39655177
1400/01/03,8,0.96443248,4.26398861,67.30459785
1400/01/03,9,1.27750146,4.26178598,61.93103472
1400/01/03,10,0.73461119,3.85935354,67.77419345
1400/01/03,11,0.84393419,3.20235473,68.15517235
1400/01/03,12,0.63433417,3.01212331,69.69444466
1400/01/03,13,0.39920823,2.47022269,84.36206881
1400/01/03,14,0.42562124,1.95472464,98.82758649
1400/01/03,15,0.49617115,2.38682639,111.17241351
1400/01/03,16,0.50921227,3.32139397,89.34482765
1400/01/03,17,0.490209,2.92654296,91.75862058
1400/01/03,18,0.56576861,2.73428037,93.84482765
1400/01/03,19,0.63231058,2.8004534,106.67241351
1400/01/03,20,0.78117009,2.66253324,117.44827588
1400/01/03,21,1.14787574,3.16558737,124.08620707
1400/01/03,22,1.60621991,4.33546674,138.51724116
1400/01/03,23,0.97488238,4.25854772,151.98275884
1400/01/04,0,0.58666793,3.35301181,145.55172475
1400/01/04,1,0.61198253,3.25679642,113.58620707
1400/01/04,2,1.01530556,3.81727308,89.36111132
1400/01/04,3,0.86630594,3.16119285,94.42261887
1400/01/04,4,0.74026699,2.32754147,90.08333333
1400/01/04,5,0.73994009,1.90426622,80.52298864
1400/01/04,6,0.90692711,1.88880743,80.6904761
1400/01/04,7,0.78876131,2.01511727,86.06666692
1400/01/04,8,0.72697915,1.95682883,86.15517235
1400/01/04,9,1.1289959,2.05344712,84.30555534
1400/01/04,10,1.06723482,2.80899652,87.3809522
1400/01/04,11,0.82011453,2.34609964,91.38271586
1400/01/04,12,0.71570061,1.52165206,85.24137942
1400/01/04,13,0.87268852,2.94417284,89.06896528
1400/01/04,14,0.59947011,2.21957013,103.51724116
1400/01/04,15,0.50160831,2.32188238,105.15277799
1400/01/04,16,0.62419961,3.33669508,100.77586238
1400/01/04,17,0.66920452,3.45489061,109.29310354
1400/01/04,18,0.94492935,3.50910984,123.66666667
1400/01/04,19,0.84039399,4.14847348,120.93103472
1400/01/04,20,1.44003096,4.50572161,121.6935482
1400/01/04,21,2.36011691,5.95316025,132.98275884
1400/01/04,22,1.89714846,6.14397979,137.53448232
1400/01/04,23,2.20090047,6.08295143,123.63793055
1400/01/05,0,4.05469565,9.2232155,119.3103447
1400/01/05,1,2.99182703,11.26098792,141.01612918
1400/01/05,2,3.57243793,11.77987544,132.32758586
1400/01/05,3,2.89437046,10.06466142,159.56896591
1400/01/05,4,2.35335811,6.51893103,134.57142893
1400/01/05,5,1.08787473,4.54420682,129.0
1400/01/05,6,0.12656108,2.5786164,187.29310354
1400/01/05,7,0.12252617,2.45727666,254.60344823
1400/01/05,8,0.53519525,1.96131246,201.63793055
1400/01/05,9,0.33736223,1.2745496,190.84482702
1400/01/05,10,0.62161319,1.6754201,151.31111145
1400/01/05,11,0.44028565,1.40102797,164.27586238
1400/01/05,12,0.40176588,0.81796366,176.47222265
1400/01/05,13,0.50371587,7.09069616,145.8809522
1400/01/05,14,0.55312924,1.87557084,125.63793055
1400/01/05,15,0.8572607,3.54629044,118.76149432
1400/01/05,16,0.62310378,2.94285315,142.5
1400/01/05,17,0.63310583,2.61120713,124.125
1400/01/05,18,0.60242977,2.39223448,148.72413762
1400/01/05,19,0.47403038,1.64836644,210.60344823
1400/01/05,20,0.49644076,1.39094151,221.84770075
1400/01/05,21,0.66695901,1.27234199,211.01724116
1400/01/05,22,0.84921394,1.5579401000000002,192.04597727
1400/01/05,23,0.87238161,1.35047179,198.29310354
1400/01/06,0,0.87324031,1.87225228,190.70689646
1400/01/06,1,0.66547315,2.19780918,195.75862122
1400/01/06,2,0.75806371,2.3214465,202.93055598
1400/01/06,3,0.68352667,2.61568956,206.52678553
1400/01/06,4,0.52441216,3.14192728,199.3928566
1400/01/06,5,0.40364567,2.57295734,177.65517298
1400/01/06,6,0.3959533,2.58124167,163.01724116
1400/01/06,7,0.38440211,2.35946488,165.22413762
1400/01/06,8,0.57582317,2.77353754,165.15277735
1400/01/06,9,0.68079001,2.45600599,161.6190478
1400/01/06,10,0.67754881,2.63334799,153.39655177
1400/01/06,11,0.6662209,2.98117628,154.53448232
1400/01/06,12,0.52955098,2.82508453,168.57142893
1400/01/06,13,0.47502226,2.31027859,145.65517298
1400/01/06,14,0.43595569,1.87487138,113.13333384
1400/01/06,15,0.50713413,2.01305682,98.68055534
1400/01/06,16,0.48429056,2.29852902,87.70238113
1400/01/06,17,0.4947614,2.32041987,77.55172412
1400/01/06,18,0.5171864,2.27934072,70.08620707
1400/01/06,19,1.04991765,2.66042022,86.74137942
1400/01/06,20,0.94898013,2.60703339,90.84444427
1400/01/06,21,1.7445474399999998,3.34134195,87.62068939
1400/01/06,22,1.39310507,7.64806509,99.70833333
1400/01/06,23,1.08577183,5.3002125,102.84523837
1400/01/07,0,1.20264716,4.04723883,113.13793119
1400/01/07,1,1.43605421,4.92074033,122.60344823
1400/01/07,2,1.58234301,5.93995631,133.29310354
1400/01/07,3,1.26938578,4.12927912,132.46666718
1400/01/07,4,1.15207358,3.28952626,121.01724116
1400/01/07,5,1.11924963,3.24666369,135.94444466
1400/01/07,6,0.98542364,2.47153366,137.30952326
1400/01/07,7,1.06163551,2.36868044,137.84482702
1400/01/07,8,1.6523395600000002,3.49195079,169.24444453
1400/01/07,9,2.79058299,5.94348772,160.63793055
1400/01/07,10,0.77522372,4.10184662,195.17241414
1400/01/07,11,0.43514521,1.2113582,242.55172475
1400/01/07,12,0.39215953,1.03651093,205.94444402
1400/01/07,13,0.37542596,1.31950951,196.3103447
1400/01/07,14,0.41258564,1.29957618,190.08620707
1400/01/07,15,0.51578476,2.3550504,196.625
1400/01/07,16,0.53230415,3.26969153,214.05952326
1400/01/07,17,0.52866747,3.31386999,218.6896553
1400/01/07,18,0.58360783,3.36879045,219.84482702
1400/01/07,19,0.61507456,3.36681759,216.61111069
1400/01/07,20,0.64816953,3.48369805,204.16049321
1400/01/07,21,0.5947027,3.01442341,249.3103447
1400/01/07,22,0.57482258,3.65815878,228.44444402
1400/01/07,23,0.60180142,3.26747656,132.60344823
1400/01/08,0,0.56350183,3.18770703,73.61494255
1400/01/08,1,0.53455672,3.11541436,68.53448296
1400/01/08,2,0.46691441,2.83450854,45.27777799
1400/01/08,3,0.37864685,3.01294667,30.89285723
1400/01/08,4,0.38032653,3.25144573,19.70238098
1400/01/08,5,0.31403309,2.85249064,18.0
1400/01/08,6,0.32713183,3.21888743,8.735119019999999
1400/01/08,7,0.33742668,3.19043982,7.84482757
1400/01/08,8,0.39823784,3.27086751,16.44827588
1400/01/08,9,0.54310811,3.43698251,25.625
1400/01/08,10,0.585566,3.42232321,22.77586206
1400/01/08,11,0.54239105,3.40299052,34.67241383
1400/01/08,12,0.58319861,3.48220915,37.0
1400/01/08,13,0.59538502,3.17372964,42.9111112
1400/01/08,14,0.58138408,3.18095952,37.24137942
1400/01/08,15,0.61496594,3.72503976,30.91666667
1400/01/08,16,0.59451506,4.5805306,27.46428569
