date,time,co,so2,pm10
1400/01/01,0,1.1818417,3.40884137,16.53289032
1400/01/01,1,1.1818417,3.40884137,16.53289032
1400/01/01,2,1.4484893609999998,3.8230856319999997,27.979451720999997
1400/01/01,3,1.17124724,3.37558987,18.08433437
1400/01/01,4,1.62045621,3.45335416,15.86633364
1400/01/01,5,1.74689256,3.73578024,14.58733487
1400/01/01,6,1.77149389,3.85349123,16.85644547
1400/01/01,7,1.44043313,3.77086246,16.615779
1400/01/01,8,1.8369585,3.80984747,23.00511392
1400/01/01,9,1.40182182,3.70563616,21.59600163
1400/01/01,10,2.09060559,3.98592377,17.05011336
1400/01/01,11,1.04644688,3.97181873,11.82044649
1400/01/01,12,1.26327736,4.61866649,10.95400063
1400/01/01,13,1.35085174,4.90948538,10.34812482
1400/01/01,14,0.96222068,4.6578579300000005,14.58111203
1400/01/01,15,0.60371728,3.54823838,21.43083731
1400/01/01,16,0.90999359,3.61246572,11.47433496
1400/01/01,17,1.28599707,3.35484437,7.09011006
1400/01/01,18,1.55415543,3.37768032,7.31622191
1400/01/01,19,1.07218231,3.46685565,12.67989024
1400/01/01,20,0.924401,3.60416263,21.14739196
1400/01/01,21,1.14042196,3.5717955,28.09005531
1400/01/01,22,1.48591005,4.15153915,26.2453839
1400/01/01,23,1.42823197,4.29368412,21.86099863
1400/01/02,0,1.28809385,4.37264315,20.50000048
1400/01/02,1,1.20425356,4.4067901,23.69200023
1400/01/02,2,1.81023369,4.3537275,36.9879961
1400/01/02,3,2.74959565,4.43627022,37.20999304
1400/01/02,4,2.09290057,5.66879344,31.291996
1400/01/02,5,2.48806759,6.62830961,29.95400206
1400/01/02,6,2.56018376,5.69847723,28.51200374
1400/01/02,7,1.2097192,4.20986279,30.19499922
1400/01/02,8,1.01587406,4.30727911,35.16305447
1400/01/02,9,0.89762764,3.99074801,33.55078141
1400/01/02,10,0.74359359,3.88630915,18.89688842
1400/01/02,11,0.47930011,3.77349184,10.80055491
1400/01/02,12,0.99370544,3.9109565,14.04800002
1400/01/02,13,1.59489474,4.06657116,18.35922194
1400/01/02,14,1.98294432,4.0613308,13.83888761
1400/01/02,15,1.08726621,4.02071279,16.12020715
1400/01/02,16,0.78212402,3.77150583,23.11111291
1400/01/02,17,0.92451877,3.51674022,41.04916859
1400/01/02,18,0.96782366,3.10527227,49.12899303
1400/01/02,19,0.67439914,3.1176121,47.03849506
1400/01/02,20,0.47195247,2.90822138,58.15577284
1400/01/02,21,0.52397137,2.91002631,65.11710898
1400/01/02,22,0.52728945,2.67507346,52.75645034
1400/01/02,23,0.82348,2.6809767300000003,47.65977923
1400/01/03,0,1.19532284,3.07312946,54.4416666
1400/01/03,1,1.98954866,3.73336118,57.00933488
1400/01/03,2,0.91082139,2.96630226,67.39210542
1400/01/03,3,0.70612432,2.92802447,73.41915576
1400/01/03,4,0.50853167,2.97870304,61.55082957
1400/01/03,5,0.80650029,3.08377502,53.23688412
1400/01/03,6,1.61754212,3.04288467,56.56111399
1400/01/03,7,0.78180214,3.1349196,55.83166726
1400/01/03,8,1.60716902,2.95908153,59.1424373
1400/01/03,9,1.82244428,3.09646956,60.25594298
1400/01/03,10,1.06992832,3.33008589,52.04672591
1400/01/03,11,1.20178224,3.38453382,48.00133514
1400/01/03,12,1.08117582,3.40723556,54.11383343
1400/01/03,13,0.84400536,3.13904196,51.88865821
1400/01/03,14,1.12596524,2.75517825,54.20021502
1400/01/03,15,0.87532709,2.6570491,63.52228355
1400/01/03,16,1.1125954,2.6158726,62.1941007
1400/01/03,17,1.31293523,2.47764524,66.04593468
1400/01/03,18,1.48252871,2.27460603,70.96666272
1400/01/03,19,1.03475215,2.20768533,62.89271482
1400/01/03,20,0.78157879,2.15479741,66.90250111
1400/01/03,21,0.59923836,2.14697865,84.64972878
1400/01/03,22,0.67355349,2.40487379,96.90139135
1400/01/03,23,0.95052642,2.21997801,99.52601115
1400/01/04,0,1.3353801,2.18147131,108.12744141
1400/01/04,1,0.76616859,2.13768208,116.40998713
1400/01/04,2,0.80572868,2.80840755,99.04777336
1400/01/04,3,1.1775578,3.0917299,74.49622218
1400/01/04,4,1.56074423,3.3136375,71.28182856
1400/01/04,5,1.58819812,3.08512022,83.33860779
1400/01/04,6,1.57893756,3.24487515,84.96527926
1400/01/04,7,1.67372341,3.24467868,81.33827718
1400/01/04,8,2.04277576,3.25211424,88.41600355
1400/01/04,9,1.49566675,3.2356932,87.0472978
1400/01/04,10,1.88392913,3.51110576,70.5968895
1400/01/04,11,1.73742617,3.79720835,77.02160708
1400/01/04,12,1.65608448,3.98084976,76.37710635
1400/01/04,13,1.36163605,3.95417233,85.14338557
1400/01/04,14,1.48353118,3.95381717,100.22405497
1400/01/04,15,0.90549758,4.31580853,100.18156242
1400/01/04,16,0.92827266,4.57075858,94.40784264
1400/01/04,17,0.91685283,4.66673946,97.9818929
1400/01/04,18,0.94727512,5.3226254,95.57677142
1400/01/04,19,0.72794157,5.39422146,95.92567825
1400/01/04,20,1.3721635,5.32441282,93.39123281
1400/01/04,21,1.06584859,4.90528365,95.51055272
1400/01/04,22,1.1678847,4.28963395,96.17055893
1400/01/04,23,1.58265163,4.72079217,88.49456914
1400/01/05,0,1.27653868,4.69492686,86.16134199
1400/01/05,1,1.75901321,5.00483608,92.36067136
1400/01/05,2,1.48451242,4.01979242,92.75799751
1400/01/05,3,1.10981924,3.86712517,106.92374039
1400/01/05,4,1.18421338,3.85184705,125.41049004
1400/01/05,5,0.54805438,3.52093007,142.20083237
1400/01/05,6,0.57280334,3.59607659,155.61589686
1400/01/05,7,0.57286626,3.63394044,167.26712672
1400/01/05,8,0.66561486,3.7707426,169.73477554
1400/01/05,9,0.89584582,3.4200441,178.39689636
1400/01/05,10,0.83809085,3.07673017,186.59733454
1400/01/05,11,0.54240691,3.0182031,176.04919942
1400/01/05,12,0.28931465,2.86877441,163.86077754
1400/01/05,13,0.6497551,2.67172891,145.16223272
1400/01/05,14,0.60699341,2.4061173,108.84656779
1400/01/05,15,0.81151937,2.49610716,98.96711095
1400/01/05,16,0.7749021,2.76879561,111.55878003
1400/01/05,17,0.59139773,2.95724281,131.68554242
1400/01/05,18,0.72549694,2.19868221,163.77576701
1400/01/05,19,0.44244569,1.97926239,172.87997437
1400/01/05,20,0.33235731,1.83420032,176.1606636
1400/01/05,21,0.37185206,1.93073692,177.64513906
1400/01/05,22,0.3834168,1.97805673,168.66579056
1400/01/05,23,0.42758139,2.17459687,165.19142914
1400/01/06,0,0.32671329,2.21135465,168.66376368
1400/01/06,1,0.44437485,2.31955137,167.2933375
1400/01/06,2,0.45422871,2.80815287,132.41111374
1400/01/06,3,0.31858735,2.77642486,67.27688853
1400/01/06,4,0.2279157,2.54490338,136.35637397087498
1400/01/06,5,0.15248257,2.41668604,151.12362810651246
1400/01/06,6,0.20545412,2.44830952,149.8305946408287
1400/01/06,7,0.33626739,2.44556352,150.73699832637362
1400/01/06,8,0.17048063,2.37358385,149.96620186366206
1400/01/06,9,0.16834033,2.4331345,149.9832909278486
1400/01/06,10,0.18098429,2.26747626,149.52359753872958
1400/01/06,11,0.52176971,2.18936805,144.64424872524387
1400/01/06,12,0.90642498,2.22343014,137.87325327007315
1400/01/06,13,1.35639927,2.39779772,122.79662548789693
1400/01/06,14,1.58332332,2.29465185,102.55888654136908
1400/01/06,15,0.86686147,2.38198366,87.3884113114107
1400/01/06,16,0.62296401,2.34602356,77.23657660779821
1400/01/06,17,0.57645044,2.22626523,69.63908729121445
1400/01/06,18,0.70699954,2.51584226,67.32801914636434
1400/01/06,19,0.68490893,2.69068603,71.26315226690929
1400/01/06,20,0.70343331,2.96109279,76.67009014194778
1400/01/06,21,0.70929176,2.97612421,79.35790840220932
1400/01/06,22,0.94861733,3.09088282,88.43333316028779
1400/01/06,23,1.36935059,3.68767558,95.99990701233634
1400/01/07,0,1.58270482,3.71808801,101.5239334259509
1400/01/07,1,1.63820573,4.12354994,105.25458213466027
1400/01/07,2,1.56539962,3.63261382,110.26354164989809
1400/01/07,3,0.98356351,3.35190783,113.10514335084443
1400/01/07,4,1.1113464,3.12787557,115.26233744262831
1400/01/07,5,0.71953028,3.30445097,120.38582275703848
1400/01/07,6,0.45297172,3.72622311,128.76833177073655
1400/01/07,7,0.44378394,3.61944793,146.96024518997098
1400/01/07,8,0.5547693,3.55370369,168.8477041574913
1400/01/07,9,0.75416126,3.64993109,183.14634960687238
1400/01/07,10,0.80253307,3.31229715,198.9369549955617
1400/01/07,11,0.6623317,2.42894103,200.9438848711685
1400/01/07,12,0.80734292,2.41977348,192.51864629510055
1400/01/07,13,1.03066334,2.57456567,2.23811102
1400/01/07,14,1.22082795,2.86240478,2.3133333
1400/01/07,15,0.80886919,3.05820225,2.8267778
1400/01/07,16,0.70863829,3.05851271,2.67183314
1400/01/07,17,1.01072402,3.05626255,15.60583369
1400/01/07,18,1.44603463,3.11336197,187.13389333
1400/01/07,19,0.79273711,3.48997837,183.49428304
1400/01/07,20,0.49419888,3.16027872,176.70446777
1400/01/07,21,0.4788426,2.72102571,176.43463898
1400/01/07,22,0.49772096,2.81206828,153.65435155
1400/01/07,23,0.57560401,2.87292812,124.36386363
1400/01/08,0,0.607961,2.62432402,98.70583089
1400/01/08,1,0.56690978,2.51970895,60.64377085
1400/01/08,2,0.65930375,3.10795782,56.74768035
1400/01/08,3,0.45286001,2.95152575,47.82850107
1400/01/08,4,0.36728875,2.82730629,29.38366667
1400/01/08,5,0.37320927,2.87636459,20.52755372
1400/01/08,6,0.38599025,3.05896618,25.15294631
1400/01/08,7,0.51551809,2.89733618,18.4993883
1400/01/08,8,0.58367384,3.01991433,11.07933466
1400/01/08,9,0.52026802,3.170041923,11.30999851
1400/01/08,10,0.6312524346249999,3.1400068747749996,7.80999959
1400/01/08,11,1.12062726,3.24788325,8.72111114
1400/01/08,12,1.35913486,3.45494151,5.05555538
1400/01/08,13,0.8754543549999999,3.22064778,7.6838975
1400/01/08,14,0.7614610085,3.26564187,19.48327557
1400/01/08,15,0.64297957,3.48083031,27.46099933
1400/01/08,16,0.2030636,3.35374568,20.70533276
1400/01/08,17,0.23002321,3.44738487,12.06911238
1400/01/08,18,0.47756775,3.38544504,16.02455378
1400/01/08,19,0.8792304,3.393761,34.6303242
1400/01/08,20,1.49550727,3.36953513,26.8166701
1400/01/08,21,1.92845892,3.58984973,43.63206482
1400/01/08,22,2.02878528,3.63227787,38.52649752
1400/01/08,23,1.33548297,3.92035423,32.63944451
1400/01/09,0,1.52768377,4.52440218,18.04427894
1400/01/09,1,0.90343619,3.19208535,30.44161431
1400/01/09,2,0.57633131,2.97444822,34.4081076
1400/01/09,3,0.80515325,3.1054405,21.50922251
1400/01/09,4,0.98823222,3.34913284,21.63033342
1400/01/09,5,1.21268813,3.69525204,25.57967107
1400/01/09,6,1.03169356,3.7315078,22.04860926
1400/01/09,7,0.82297292,3.77628613,20.86500247
1400/01/09,8,0.64547153,3.40319083,30.35334015
1400/01/09,9,1.13769993,3.44029933,38.13833714
1400/01/09,10,1.19537992,3.33972015,48.94056193
1400/01/09,11,0.73262905,3.11060655,37.08333492
1400/01/09,12,0.68699653,3.12310318,38.0833346
1400/01/09,13,0.66494686,3.31023759,46.29755974
1400/01/09,14,0.82146935,7.2699335,52.50421588
1400/01/09,15,0.74096782,8.2276024,39.63083013
1400/01/09,16,0.44313415,6.24682975,29.44527928
1400/01/09,17,0.69767698,5.36158335,39.57082971
1400/01/09,18,0.91319328,4.14786371,44.86083317
1400/01/09,19,0.79364307,4.40659537,56.87310537
1400/01/09,20,0.85430326,4.39503253,30.18822511
1400/01/09,21,1.19668738,4.72566875,50.66843955
1400/01/09,22,1.28369236,7.3511316,64.46911112
1400/01/09,23,1.20495433,11.52634923,55.48755455
1400/01/10,0,1.15342909,5.99991461,68.33112081
1400/01/10,1,0.99892457,4.37527003,57.43472258
1400/01/10,2,0.8978662,4.30443422,59.25860182
1400/01/10,3,1.04350478,3.88824495,55.91000144
1400/01/10,4,1.33302017,4.22591319,50.6995484
1400/01/10,5,1.70345491,4.79166675,52.43799877
1400/01/10,6,1.90729373,4.31594753,52.25621351
1400/01/10,7,1.4000396,3.97801121,47.97022311
1400/01/10,8,1.44490795,3.82066554,40.60933208
1400/01/10,9,0.84853987,3.39898409,26.22577699
1400/01/10,10,0.60055671,3.27811215,33.19971895
1400/01/10,11,0.688549,3.32969497,21.69944429
1400/01/10,12,0.70324541,3.28948001,12.09249981
1400/01/10,13,0.9935008,4.38598077,31.71822278
1400/01/10,14,1.21624467,3.80621296,28.81933339
1400/01/10,15,0.78439162,3.91109053,21.3406655
1400/01/10,16,0.46970743,3.73221423,41.87955093
1400/01/10,17,0.46205064,3.65638226,34.55755679
1400/01/10,18,0.63033444,4.31539186,42.67156156
1400/01/10,19,0.61574556,3.77900046,54.30334091
1400/01/10,20,0.75244148,3.59010253,69.86954689
1400/01/10,21,0.9000633,3.87783672,70.43688456
1400/01/10,22,1.14562033,4.00530664,57.62399387
1400/01/10,23,0.93300895,3.81795382,61.14044793
1400/01/11,0,1.06243743,3.8795167,52.85710526
1400/01/11,1,1.5611182,3.1946424,36.31027985
1400/01/11,2,1.51010255,3.00358981,46.66500378
1400/01/11,3,1.72563316,3.09925733,41.20562267
1400/01/11,4,2.35833148,3.1215983,39.87243493
1400/01/11,5,2.28642911,3.10031698,37.72399521
1400/01/11,6,2.14240524,3.23748416,35.20200221
1400/01/11,7,1.35899555,3.0366231,32.65044181
1400/01/11,8,1.55840523,3.17010874,32.85443528
1400/01/11,9,2.2961058,3.70741548,40.94629637
1400/01/11,10,1.52212093,3.38941306,40.13511213
1400/01/11,11,1.0706086,3.27864689,43.68422095
1400/01/11,12,1.55362483,3.42246433,54.05977408
1400/01/11,13,1.79594204,3.34830956,37.83377838
1400/01/11,14,1.75420456,4.22308095,40.72778479
1400/01/11,15,1.02853035,3.9762123,44.33489641
1400/01/11,16,1.32373612,4.08089747,33.9716603
1400/01/11,17,1.52922319,4.54979761,64.55110804
1400/01/11,18,1.13504995,4.22813423,79.072553
1400/01/11,19,1.25402581,4.34647995,70.7891744
1400/01/11,20,1.38863746,5.22755273,65.54027939
1400/01/11,21,1.41399498,8.66921337,67.25971286
1400/01/11,22,1.47403795,7.45690731,89.26066081
1400/01/11,23,1.17897136,7.01240035,48.77466997
1400/01/12,0,1.19343039,6.04448001,59.74621455
1400/01/12,1,1.44070688,5.61515699,49.42911402
1400/01/12,2,2.01756222,6.11512109,48.26533635
1400/01/12,3,2.70957851,5.42948631,56.69637839
1400/01/12,4,3.07228031,4.76237015,51.01243877
1400/01/12,5,2.17744846,4.02511648,53.23355611
1400/01/12,6,1.50644439,3.55251962,68.6831042
1400/01/12,7,1.13263898,3.24742728,63.60954793
1400/01/12,8,1.23895325,3.36984253,47.35222403
1400/01/12,9,1.25474472,3.24120341,49.55144628
1400/01/12,10,1.68638019,3.30973339,58.02227243
1400/01/12,11,1.47165525,3.2988225,58.98022556
1400/01/12,12,1.04620596,3.05351428,62.42044322
1400/01/12,13,0.7703924,2.97422904,49.49445375
1400/01/12,14,1.0863203,5.1322242,47.17700132
1400/01/12,15,1.10786245,7.33916394,42.044885
1400/01/12,16,1.43074787,8.28528814,39.72694842
1400/01/12,17,1.6479717900000002,8.24562407,52.43422254
1400/01/12,18,1.85506504,6.44142083,45.44316737
1400/01/12,19,1.21944879,11.04802148,65.34982649
1400/01/12,20,2.09932275,7.87626628,60.78456338
1400/01/12,21,3.16820353,5.84068286,64.32777214
1400/01/12,22,3.66089773,8.32328649,69.96433894
1400/01/12,23,3.14750028,6.8440514,77.38983409
1400/01/13,0,4.49803384,6.43507604,104.59712346
1400/01/13,1,5.2814713300000005,4.96426555,80.93261401
1400/01/13,2,3.40876573,3.95558677,84.55727704
1400/01/13,3,2.04661953,4.20132925,92.69550705
1400/01/13,4,1.63843384,3.58679787,81.69833247
1400/01/13,5,1.6392161,3.42525089,81.77090518
1400/01/13,6,1.50725079,3.48710501,89.55559858
1400/01/13,7,1.69752419,3.34566436,61.44417477
1400/01/13,8,1.76185252,3.2037696,59.4871699
1400/01/13,9,1.56803741,2.97060374,57.15105438
1400/01/13,10,1.81112759,3.13453901,49.59856129
1400/01/13,11,0.738201,2.53282746,40.05610816
1400/01/13,12,0.59769237,2.45197986,55.58756161
1400/01/13,13,0.76131629,2.38056109,56.66272799
1400/01/13,14,0.86203575,3.13650336,48.41367467
1400/01/13,15,0.64966036,2.62256104,56.3430446
1400/01/13,16,0.70366331,3.79209967,49.107728
1400/01/13,17,0.69906981,5.02732513,63.72211234
1400/01/13,18,0.7123544,2.61422218,60.30728054
1400/01/13,19,0.62135881,2.11697028,72.30643527
1400/01/13,20,0.81409157,1.7642340399999998,71.6282177
1400/01/13,21,0.90586331,1.35165132,80.19637553
1400/01/13,22,0.81497475,1.28543197,49.23060481
1400/01/13,23,0.76489387,1.80213701,62.02771346
1400/01/14,0,1.15475609,2.14831849,66.41726812
1400/01/14,1,2.225347,4.95758124,67.11182404
1400/01/14,2,2.20155278,7.5790296,86.74693171
1400/01/14,3,1.40543864,6.36192179,106.08293152
1400/01/14,4,1.46324312,5.07894468,90.21354993
1400/01/14,5,1.62425967,4.70083435,68.49277306
1400/01/14,6,1.93720264,4.42347646,60.95911884
1400/01/14,7,1.41097147,4.39857817,62.6288201
1400/01/14,8,1.58629797,4.7664398,67.80088298
1400/01/14,9,1.9087773,5.91553454,68.59344482
1400/01/14,10,2.15576671,7.28224925,80.95056915
1400/01/14,11,1.6935711,6.32069234,66.76844215
1400/01/14,12,0.73178654,5.12533943,70.17567253
1400/01/14,13,0.76821092,4.15904613,69.43839137
1400/01/14,14,0.98830812,3.83468473,61.6016051
1400/01/14,15,0.57771893,3.6885311,63.3376042
1400/01/14,16,0.56190277,3.41596969,37.8257815
1400/01/14,17,0.58243909,3.21851267,31.88722881
1400/01/14,18,0.618286,3.23666368,34.60267162
1400/01/14,19,0.49329968,3.29628354,42.34323025
1400/01/14,20,0.44797277,3.09049449,43.28365835
1400/01/14,21,0.55380324,3.03756112,58.41967487
1400/01/14,22,0.57354236,2.96509574,57.36577129
