date,co,so2,pm10
1399/01/01,1.33339938,1.87898192,41.27757424
1399/01/02,1.56349295,2.74375427,42.26472499
1399/01/03,0.97442504,2.7826366835,40.1962728
1399/01/04,0.79441736,3.44571432,13.42683405
1399/01/05,0.83678831,3.93182388,19.41672262
1399/01/06,1.00621129,5.5227591700000005,42.21031571
1399/01/07,0.82719708,4.18374707,29.75100051
1399/01/08,0.9725816,9.76789513,33.36906032
1399/01/09,1.54141555,4.8627943902999995,50.1136752
1399/01/10,0.91166728,3.50215485,34.73401358
1399/01/11,1.12254992,2.1508181,18.03214285
1399/01/12,0.64443995,0.75766457,14.18334927
1399/01/13,0.82380882,2.9183179900000003,32.65571578
1399/01/14,1.22733495,1.95213076,59.11408725
1399/01/15,1.68650672,3.12646241,77.26314484
1399/01/16,1.23498875,3.37688099,51.2591925
1399/01/17,0.83647209,2.55737862,32.79194966
1399/01/18,1.29699817,5.55119261,46.1454327
1399/01/19,1.71641973,4.6374957,64.0266004
1399/01/20,1.06616733,2.38291573,39.61639994
1399/01/21,0.75701328,2.53993504,24.56453501
1399/01/22,1.23440105,3.11951557,29.07291668
1399/01/23,1.29465294,4.51112696,39.08270376
1399/01/24,1.66440454,3.38581713,44.875
1399/01/25,0.92480677,2.91657675,39.09119353
1399/01/26,1.06666367,4.04577556,48.70184677
1399/01/27,1.49298537,5.55044925,53.94548988
1399/01/28,1.91854797,4.28955281,65.99474208
1399/01/29,1.83074897,6.63555816,60.99742754
1399/01/30,3.24795817,5.3774885900000005,49.55000001
1399/01/31,1.51692232,3.17258675,45.76256614
1399/02/01,2.47221519,6.10034629,67.52767474
1399/02/02,1.6207634,4.39327289,64.30492601
1399/02/03,1.94165457,5.32237493,77.48263888
1399/02/04,1.40739963,6.94269238,90.58333333
1399/02/05,1.15994513,6.5399249600000005,60.43478261
1399/02/06,2.88420864,10.3617882,127.27888623
1399/02/07,1.91496015,4.21935878,76.73685892
1399/02/08,1.04849509,2.21639301,62.02634563
1399/02/09,1.53891436,3.99052496,47.32236801
1399/02/10,1.31531597,3.62807898,48.87010905
1399/02/11,1.20061268,3.1546216,39.94235591
1399/02/12,1.52541461,3.73866353,34.3101707948
1399/02/13,1.95075486,5.50996234,41.069031588239994
1399/02/14,1.46089108,4.86795096,22.95000005
1399/02/15,2.61904255,4.8218064,33.43333333
1399/02/16,2.83059266,7.67753992,44.98749999
1399/02/17,1.78711701,4.6440948,63.39912999
1399/02/18,0.8067,1.78337342,31.34256714
1399/02/19,0.65754499,3.10970401,17.83035715
1399/02/20,1.70211851,6.12680328,26.17532051
1399/02/21,1.06394469,3.78676783,33.64249337
1399/02/22,0.85846298,3.73249754,70.94915423
1399/02/23,0.80323351,3.42322908,34.4817791
1399/02/24,1.25412815,5.8792646,19.74935786
1399/02/25,1.04500284,6.06203279,25.94558117
1399/02/26,0.85304041,6.09312234,21.63041962
1399/02/27,1.66405358,5.68065448,28.68053854
1399/02/28,1.90602705,5.97432871,41.2837718
1399/02/29,2.06173011,5.74299214,45.71232063
1399/02/30,6.80446837,6.54260823,54.0071897
1399/02/31,2.9180299,2.51970261,16.41042771
1399/03/01,1.92299417,5.82967016,41.89521208
1399/03/02,2.84056985,7.26860236,50.87462865
1399/03/03,2.88888846,6.42602505,33.6846065
1399/03/04,1.6307836999999998,3.43293597,41.64040881
1399/03/05,0.79015076,2.95484375,27.0383954
1399/03/06,1.4156406,5.66502731,47.53194762
1399/03/07,0.76881903,5.51096057,39.51807082
1399/03/08,1.6671185899999998,5.96725516,32.93270123
1399/03/09,1.43979139,5.30451041,28.78516738
1399/03/10,1.8386464,6.21297076,36.24097605
1399/03/11,1.58875716,5.4896111,40.00904303
1399/03/12,1.6196728500000002,6.14904236,33.80063978
1399/03/13,2.93748536,8.53498967,49.48213012
1399/03/14,1.76724311,5.37902331,48.46472135
1399/03/15,1.09868129,4.078615,26.91706326
1399/03/16,0.86071193,4.43449146,28.54488262
1399/03/17,1.11260739,4.0060798,41.61943556
1399/03/18,0.94673776,4.27707584,39.20852383
1399/03/19,0.97256282,7.00302136,51.40204408
1399/03/20,1.86289462,8.516333209999999,38.22530086
1399/03/21,1.67060047,6.21264609,35.69147477
1399/03/22,1.59967077,5.47626967,36.45919443
1399/03/23,1.91645982,4.48364237,33.9348483
1399/03/24,1.54127941,5.27839095,41.68477256
1399/03/25,2.05593403,5.36503049,41.27897526
1399/03/26,0.83787491,4.80941826,45.69484132
1399/03/27,1.70192596,6.00136927,42.55711235
1399/03/28,2.45271592,8.22782131,45.72144382
1399/03/29,1.95268291,4.99658318,50.62718254
1399/03/30,2.246994,4.65275595,44.0437996
1399/03/31,2.48429576,7.34142797,49.34806548
1399/04/01,0.88693664,4.03583457,42.96383931
1399/04/02,1.08873549,4.33992916,42.99696657
1399/04/03,1.47320479,6.74178555,35.02850275
1399/04/04,2.1910671,13.14858449,58.90699405
1399/04/05,2.9583141,5.67577609,47.35350529
