date,co,so2,pm10
1399/01/01,0.78111122,2.87963212,34.93769058
1399/01/02,0.48345114,2.97989836,32.15348514
1399/01/03,0.48513963,3.56547448,32.80731162
1399/01/04,0.63448876,2.76980538,15.07561468
1399/01/05,0.86108116,5.95230693,26.08270788
1399/01/06,0.67862136,4.09434326,35.42619933
1399/01/07,0.51494481,2.4593882,25.85073094
1399/01/08,0.56170637,3.04936412,31.73311737
1399/01/09,0.59047423,3.41891943,39.49875318
1399/01/10,0.72526696,3.05423055,25.38402099
1399/01/11,0.83337779,3.0098017,28.07091145
1399/01/12,0.39172544,2.95506995,14.87187214
1399/01/13,0.60634503,4.57615544,28.67441074
1399/01/14,0.68539937,3.07704842,47.06735383
1399/01/15,0.75812565,2.93476082,68.01345829
1399/01/16,0.79420342,3.70743583,44.75788174
1399/01/17,0.59843482,2.8118822,31.67671359
1399/01/18,1.09563027,6.15055015,48.63814653
1399/01/19,1.12802577,3.04794481,43.43184582
1399/01/20,0.89653326,3.18820797,28.20171829
1399/01/21,0.59324234,2.93442471,17.31007135
1399/01/22,0.85810657,3.37681843,18.37570818
1399/01/23,1.18262946,4.19714674,33.16140171
1399/01/24,0.9299584,3.07742638,34.64061303
1399/01/25,0.7390348,3.58931173,33.21502106
1399/01/26,0.82292455,6.21107868,45.62151821
1399/01/27,0.8519735,4.46394958,41.33093981
1399/01/28,0.92300328,3.80240511,46.87161472
1399/01/29,0.61000086,3.46311522,34.88783038
1399/01/30,0.76774715,3.55818318,24.91988028
1399/01/31,0.87394015,3.93502457,37.06801038
1399/02/01,0.79084591,5.93621837,42.71442845
1399/02/02,0.9383799,4.28296306,53.82709617
1399/02/03,1.01622595,3.23032713,54.44969172
1399/02/04,1.10352465,4.67384151,73.5623714
1399/02/05,0.7879214,4.04013887,52.52469137
1399/02/06,0.97355103,3.91911355,98.73894034
1399/02/07,1.08396607,4.77549342,60.69068707
1399/02/08,1.15461147,3.07289613,60.11988705
1399/02/09,0.8802264,3.88618481,33.33457341
1399/02/10,0.81544954,4.01979906,35.33309387
1399/02/11,0.59918368,3.00112954,31.95833333
1399/02/12,0.89243062,2.37858953,32.08333333
1399/02/13,1.34643828,3.9137034,50.57171955
1399/02/14,0.82910336,3.75894042,39.82836303
1399/02/15,1.43292127,4.64059718,49.90853574
1399/02/16,1.20330517,5.24082416,81.32498863
1399/02/17,0.73259872,2.80424,131.73494234
1399/02/18,0.51165715,3.08355702,67.98049566
1399/02/19,0.54740818,2.7105927,35.33022475
1399/02/20,1.1703138,3.9652938,54.11745779
1399/02/21,0.61720908,3.71730115,64.27573696
1399/02/22,0.78110885,2.96495092,150.128548
1399/02/23,0.77674425,3.58386184,73.20978612
1399/02/24,0.97830204,4.7884223,41.41261431
1399/02/25,0.89169757,4.92120344,51.92347142
1399/02/26,0.73946894,5.7230805700000005,44.2545407
1399/02/27,1.04280811,5.26990962,54.00512797
1399/02/28,1.18052235,5.90850158,68.00584919
1399/02/29,1.0087816,7.05690194,86.24309603
1399/02/30,0.82376901,4.28511418,92.10891185
1399/02/31,0.82299832,3.22254821,25.66580983
1399/03/01,1.01688267,6.01128646,66.12801931
1399/03/02,1.52985874,7.88931506,88.80117853
1399/03/03,1.3709046,3.20634925,75.10822889
1399/03/04,1.1464952757,3.8778042209,72.0405174561111
1399/03/05,0.8437451387099999,3.2898938786033334,54.67676906908333
1399/03/06,0.9492550035129999,3.203754362481,67.212585238725
1399/03/07,1.0582849990539,3.2650576066331887,66.4663975106175
1399/03/08,1.0121768054939477,3.6002990679899565,56.01037630781025
1399/03/09,0.996973996314851,3.3239274143969864,46.557271329843076
1399/03/10,1.1688334792277886,3.4608980127635407,50.41112205795292
1399/03/11,1.2522498267683364,3.625262023384617,54.046895527635876
1399/03/12,1.4287993254055007,4.1173586944598295,48.03501297604076
1399/03/13,1.6219722141216502,4.494099966115726,62.912173681937226
1399/03/14,1.2498161664864949,3.4653104471680516,70.53459864983117
1399/03/15,1.26319759,3.92640909,51.33925279
1399/03/16,1.41937676,3.17072787,64.06148209
1399/03/17,1.4003031,4.20231338,86.34666974
1399/03/18,0.83861253,4.688818,78.04982158
1399/03/19,0.96913654,4.35865289,110.85929516
1399/03/20,1.15366027,3.93465152,75.94155957
1399/03/21,0.90689025,3.24375317,58.98449761
1399/03/22,1.09731332,4.15431908,57.44419165
1399/03/23,1.04114962,3.90478341,59.46157406
1399/03/24,1.65702059,5.52261233,79.05222423
1399/03/25,1.06768359,4.42989736,68.9334744
1399/03/26,1.32067398,5.14161542,87.17676767
1399/03/27,1.17943691,5.15398029,92.24366966
1399/03/28,0.60011236,4.07675719,70.61952828
1399/03/29,2.36038656,5.69183337,86.05121628
1399/03/30,1.21181427,3.50725845,78.58793416
1399/03/31,1.61348105,6.30301697,91.38180491
1399/04/01,0.73651297,2.3781257,95.21484078
1399/04/02,0.98669738,4.75220002,80.80581582
1399/04/03,1.0180204,4.57118247,78.29841209
1399/04/04,1.5798087600000001,6.134842239,75.57671704925001
1399/04/05,0.71671311,3.72638849,64.780827657025
1399/04/06,1.22745989725,3.7023119347777778,81.9726946197325
1399/04/07,1.2321732144249997,4.240327840322222,89.37762781379475
1399/04/08,1.5516101464525,4.524433549318888,85.39247462163841
1399/04/09,1.68947619193575,3.993427313351222,89.03757761436653
1399/04/10,1.5869702678307247,4.724311510116477,80.32991807905995
1399/04/11,1.4565784185992172,4.62612958081272,78.44214718509299
1399/04/12,1.330718998829765,3.956227015910483,86.5749559180279
1399/04/13,1.4770130998155961,3.724285402884256,114.57417475790837
1399/04/14,1.5318551389446788,4.274068065531944,99.8069807478725
1399/04/15,1.2385028356834036,4.98288325032625,97.05036370786175
1399/04/16,1.1113559202050212,4.120559036997875,71.04524289246962
1399/04/17,1.3246207020615062,4.461008157899363,68.76182359251867
1399/04/18,1.4505431126184518,3.897581732480919,58.230471250505595
1399/04/19,1.5182794757855356,3.129196609744276,66.44043997865168
1399/04/20,1.687843897735661,3.4339781561455043,63.2623111612205
1399/04/21,0.62645424,3.19527189,55.40118405
1399/04/22,0.78157832,4.78241413,62.84482658
1399/04/23,0.7318026,3.54250808,63.7262794
1399/04/24,0.64153074,2.77167822,62.61001998
1399/04/25,0.922851,4.65811099,63.66027257
1399/04/26,0.84697886,3.38461842,52.335765
1399/04/27,0.81858406,4.51758247,48.07490509
1399/04/28,1.16979372,3.9422975,57.11571538
1399/04/29,1.32878186,4.59585207,54.71727085
1399/04/30,1.42335338,5.68275919,64.71310314
1399/04/31,1.31440199,4.84683547,58.27113664
1399/05/01,1.41491497,4.21459812,50.41141558
1399/05/02,1.97046814,4.83340135,71.07987709
1399/05/03,0.90251444,3.87561421,79.77816832
1399/05/04,0.69699458,4.10229571,60.61717118
1399/05/05,1.26786212,4.24537672,65.92848588
1399/05/06,1.12895711,2.68420435,54.76784348
1399/05/07,1.57802255,4.88828534,57.97183624
1399/05/08,1.90829478,5.57804226,61.83051062
1399/05/09,1.21594377,2.98308266,75.85030822
1399/05/10,0.98662144,2.83984298,80.58535732
1399/05/11,1.14351629,4.35452163,53.81687023
1399/05/12,1.47011092,4.29666917,56.88007706
1399/05/13,1.48824814,4.03775503,69.90465362
1399/05/14,0.9606906,3.96824196,63.07353324
1399/05/15,1.14008654,4.63367095,80.55247935
