date,co,so2,pm10
1399/01/01,0.8402642,1.92751373,24.21439226
1399/01/02,0.81866215,1.88971761,25.86490777
1399/01/03,0.98405504,1.86955548,25.65588023
1399/01/04,1.01323369,1.96304593,11.71430657
1399/01/05,1.25150544,3.11986165,15.89617124
1399/01/06,1.14186518,2.41215175,24.54192253
1399/01/07,0.95068151,2.11804551,19.34645504
1399/01/08,1.04637022,2.16883719,21.98535961
1399/01/09,1.15957614,2.05864511,25.55697899
1399/01/10,1.04287333,1.89968528,21.3018259
1399/01/11,1.36126969,1.91487923,22.088604
1399/01/12,0.72526928,1.7503434100000002,10.81235229
1399/01/13,1.09000564,2.26268458,20.64943638
1399/01/14,1.05036941,1.93756776,39.91823494
1399/01/15,0.98134907,1.97338761,52.29263816
1399/01/16,0.98132907,2.02351538,32.87655494
1399/01/17,1.03018686,2.13422933,20.35514866
1399/01/18,1.36421835,2.90739487,34.88503465
1399/01/19,1.09203593,2.46221755,30.20358231
1399/01/20,1.30987858,1.72066597,21.10859925
1399/01/21,1.03332586,1.59958195,13.75314323
1399/01/22,1.43424931,1.82117658,14.94897085
1399/01/23,1.54862593,2.20216051,19.87736388
1399/01/24,1.08093401,2.18838874,21.25083579
1399/01/25,1.05854026,2.31498782,24.30527724
1399/01/26,1.10101559,3.416907,27.2832244
1399/01/27,1.53479774,2.71633323,35.66120364
1399/01/28,1.42554816,2.61684111,35.06673918
1399/01/29,1.16504912,2.19088378,34.35040313
1399/01/30,1.18518764,2.34550754,19.07249071
1399/01/31,1.24232952,2.2015241,25.07946884
1399/02/01,1.10958549,3.91112458,33.8649008
1399/02/02,1.2212508,2.45609917,36.92267878
1399/02/03,1.04346463,2.39218221,39.44770609
1399/02/04,1.35759278,2.74151268,50.51512949
1399/02/05,0.99750845,2.44126342,39.82360914
1399/02/06,1.16561427,2.8355622,83.54105127
1399/02/07,1.31378459,2.28234642,46.39814559
1399/02/08,1.04206471,2.1966037,47.01793693
1399/02/09,0.86083983,2.26168714,22.52831627
1399/02/10,0.89941429,2.35724053,26.93420529
1399/02/11,1.10344566,2.49459743,25.84159449
1399/02/12,1.04445681,2.13487345,24.1070421
1399/02/13,1.0074947,2.16668289,29.54771159
1399/02/14,1.07722421,2.3822156,28.96582726
1399/02/15,1.44304665,2.52102155,35.70561875
1399/02/16,1.00068559,2.97848152,61.0958606
1399/02/17,1.1053429,2.17802423,98.61226857
1399/02/18,0.70358139,1.73340864,51.06561382
1399/02/19,1.00918423,2.193415,24.66198998
1399/02/20,1.04271327,2.21254484,33.38466486
