date,co,so2,pm10
1399/01/01,1.54427114,3.24592818,21.35517244
1399/01/02,1.23375728,3.05637225,32.42129381
1399/01/03,0.83344639,3.25853409,31.62670617
1399/01/04,0.97398747,2.92099805,13.39049587
1399/01/05,1.29425063,3.64081288,22.58603358
1399/01/06,0.90535693,5.49575461,39.93577254
1399/01/07,0.7975397,1.78091588,25.8587849
1399/01/08,0.8448191,2.07414236,30.3700739
1399/01/09,1.41890347,2.08557717,42.73227972
1399/01/10,0.90873434,2.75261258,26.00740046
1399/01/11,1.10561003,2.35032155,28.68597769
1399/01/12,0.61823009,1.83497911,12.3064774
1399/01/13,0.9825652,3.0895581,26.60721984
1399/01/14,1.03642901,2.32689891,54.99357444
1399/01/15,1.72089717,2.83027584,73.80996997
1399/01/16,1.79361386,3.21507708,47.28408366
1399/01/17,0.8804908,2.77328546,29.03610313
1399/01/18,1.54932111,5.26504869,47.77528154
1399/01/19,1.61741322,3.27028565,46.02327347
1399/01/20,1.5894368,1.15389496,28.99691273
1399/01/21,1.03064322,1.35467303,18.39126886
1399/01/22,1.38049903,3.30782126,22.81905956
1399/01/23,1.47843527,2.27891998,37.24712642
1399/01/24,1.93870651,2.63183491,37.53933188
1399/01/25,1.05707618,2.03293105,30.40014241
1399/01/26,1.02277895,2.95799273,44.46274219
1399/01/27,1.16911072,4.20161008,45.066593
1399/01/28,1.80102431,3.69836496,55.95706348
1399/01/29,1.56826534,3.17513824,39.71743295
1399/01/30,2.23415846,5.41311414,34.44000432
1399/01/31,1.96820722,2.51995637,43.79952006
1399/02/01,1.94144413,2.57861661,52.87818385
1399/02/02,1.69915372,3.72564959,51.99062904
1399/02/03,2.1313638,3.56389931,61.81299485
1399/02/04,1.30235686,3.55479859,60.56379317
1399/02/05,1.07070056,4.17019805,49.67864783
1399/02/06,2.44124578,4.52860475,102.64566575
1399/02/07,1.38210938,2.66702037,56.85
1399/02/08,1.56796201,2.58418657,52.92838162
1399/02/09,1.31087018,2.25036669,32.47028748
1399/02/10,1.54252489,2.32194862,41.6709428
1399/02/11,0.88956069,2.74622803,29.69933634
1399/02/12,1.63871442,3.82052534,34.47974806
1399/02/13,2.10811681,3.86190254,48.41027512
1399/02/14,1.01970357,3.07828188,34.48655089
1399/02/15,2.27448072,3.97225526,51.30247735
1399/02/16,1.86590254,3.65248546,84.97843496
1399/02/17,1.38854327,2.34705667,129.36320416
1399/02/18,0.52503243,1.09218832,64.08045975
1399/02/19,0.78348626,2.47129905,28.25239463
1399/02/20,1.86179441,4.22848923,53.05462962
1399/02/21,0.79870061,2.09685166,67.16638729
1399/02/22,0.59900171,2.7095847,138.24137944
1399/02/23,0.76127029,3.07736733,55.66394478
1399/02/24,1.49264289,4.31271423,39.80208332
1399/02/25,1.16662589,4.91111581,50.29834882
1399/02/26,0.93462679,6.08976419,43.5113346
1399/02/27,1.93298121,3.84244348,61.01207011
1399/02/28,1.60927174,5.30361142,71.50641003
1399/02/29,0.89531205,3.99771617,90.63888893
1399/02/30,1.05873809,6.42344966,98.7148148
1399/02/31,0.38746578,2.58341429,26.19272445
1399/03/01,1.42113339,5.28662272,75.29030252
1399/03/02,2.02154202,4.95837981,95.02369416
1399/03/03,1.58315706,4.29612993,63.21829207
1399/03/04,0.9265624,3.88763064,80.01747649
1399/03/05,0.36238575,3.91842085,54.68734435
